entity,thing,type1
Ashraf Ghani Biography, Institute for State Effectiveness,Founder/Co-Founder
Ashraf Ghani Biography," Columbia University, Kabul University, American University of Beirut",education
Marion Barry Biography," March 6, 1936",Birthday
Marion Barry Biography, American,Nationality
Marion Barry Biography," 
Political Leaders 

American Men 
",Famous
Marion Barry Biography, Pisces,Sun Sign
Marion Barry Biography," 82 Years, 82 Year Old Males",Age
Marion Barry Biography, Marion Shepilov Barry Jr.,Also Known As
Marion Barry Biography," Itta Bena, Mississippi, U.S.",Born in
Marion Barry Biography, Democratic,political ideology
Marion Barry Biography," Blantie Evans (m. 1962–1964), Cora Masters (m. 1994–2003), Effi Slaughter (m. 1978–1993), Mary M. Treadwell (m. 1972–1977)",Spouse/Ex-
Marion Barry Biography, Marion Barry,father
Marion Barry Biography, Mattie Cummings,mother
Marion Barry Biography," Lalanya Masters Abner (stepdaughter), Marion Christopher Barry, Tamara Masters Wilds (stepdaughter)",children
Marion Barry Biography, Baptist,religion
Marion Barry Biography, Democrats,Ideology
Marion Barry Biography, Mississippi,"City, States, Provinces & Districts"
Marion Barry Biography, LeMoyne College (now LeMoyne-Owen College Fisk University,education
Sirimavo Bandaranaike Biography," April 17, 1916",Birthday
Sirimavo Bandaranaike Biography, Sri Lankan,Nationality
Sirimavo Bandaranaike Biography," 
Prime Ministers 

Political Leaders 
",Famous
Sirimavo Bandaranaike Biography, Aries,Sun Sign
Sirimavo Bandaranaike Biography, 84,Died At Age
Sirimavo Bandaranaike Biography, Sirima Ratwatte Dias Bandaranaike,Also Known As
Sirimavo Bandaranaike Biography, British Ceylon,Born in
Sirimavo Bandaranaike Biography, Former Prime Minister of Sri Lanka,Famous as
Sirimavo Bandaranaike Biography, S. W. R. D. Bandaranaike,Spouse/Ex-
Sirimavo Bandaranaike Biography, Barnes Ratwatte,father
Sirimavo Bandaranaike Biography, Rosalind Mahawelatenne Kumarihamy,mother
Sirimavo Bandaranaike Biography," Anura Bandaranaike, Chandrika Kumaratunga, Sunethra Bandaranaike",children
Sirimavo Bandaranaike Biography," Buddhism, Theravada",religion
Sirimavo Bandaranaike Biography," October 10, 2000",Died on
Sirimavo Bandaranaike Biography," Colombo, Sri Lanka",place of death
Sirimavo Bandaranaike Biography," University of Oxford, St Bridget's Convent, Colombo",education
Alexander Kerensky Biography," April 22, 1881",Birthday
Alexander Kerensky Biography, Russian,Nationality
Alexander Kerensky Biography," 
Lawyers 

Political Leaders 
",Famous
Alexander Kerensky Biography, Taurus,Sun Sign
Alexander Kerensky Biography, 89,Died At Age
Alexander Kerensky Biography, Alexander Fyodorovich Kerensky,Also Known As
Alexander Kerensky Biography," Ulyanovsk, Russia",Born in
Alexander Kerensky Biography, Political Leader,Famous as
Alexander Kerensky Biography, Socialist Revolutionary,political ideology
Alexander Kerensky Biography," Lydia Ellen (Nelle) Tritton, Olga Lvovna Baranovskaya",Spouse/Ex-
Alexander Kerensky Biography, Fyodor Mikhailovich Kerensky,father
Alexander Kerensky Biography, Nadezhda Kalmykova,mother
Alexander Kerensky Biography," Gleb, Oleg Kerensky",children
Alexander Kerensky Biography," June 11, 1970",Died on
Alexander Kerensky Biography, New York City,place of death
Alexander Kerensky Biography, Saint Petersburg State University,education
John Nance Garner Biography," November 22, 1868",Birthday
John Nance Garner Biography, American,Nationality
John Nance Garner Biography," 
Political Leaders 

American Men 
",Famous
John Nance Garner Biography, Scorpio,Sun Sign
John Nance Garner Biography, 98,Died At Age
John Nance Garner Biography, Detroit,Born in
John Nance Garner Biography, 32nd Vice President of the United States,Famous as
John Nance Garner Biography, Political party - Democratic,political ideology
John Nance Garner Biography, Mariette Rheiner Garner,Spouse/Ex-
John Nance Garner Biography," November 7, 1967",Died on
John Nance Garner Biography, Uvalde,place of death
John Nance Garner Biography, Democrats,Ideology
John Nance Garner Biography, Texas,"City, States, Provinces & Districts"
John Nance Garner Biography, Vanderbilt University,education
Emmerson Mnangagwa Biography," September 15, 1946",Birthday
Emmerson Mnangagwa Biography, Zimbabwean,Nationality
Emmerson Mnangagwa Biography," 
Presidents 

Political Leaders 
",Famous
Emmerson Mnangagwa Biography, Virgo,Sun Sign
Emmerson Mnangagwa Biography," 72 Years, 72 Year Old Males",Age
Emmerson Mnangagwa Biography," Zvishavane, Zimbabwe",Born in
Emmerson Mnangagwa Biography, President of Zimbabwe,Famous as
Emmerson Mnangagwa Biography, Auxillia C. Mnangagwa,Spouse/Ex-
Emmerson Mnangagwa Biography," Emmerson Jr., Farai",children
Emmerson Mnangagwa Biography," University of London, University of Zambia",education
Gopal Krishna Gokhale Biography," May 9, 1866",Birthday
Gopal Krishna Gokhale Biography, Indian,Nationality
Gopal Krishna Gokhale Biography," 
Political Leaders 

Indian Men 
",Famous
Gopal Krishna Gokhale Biography, Taurus,Sun Sign
Gopal Krishna Gokhale Biography, 48,Died At Age
Gopal Krishna Gokhale Biography," Kothluk, Ratnagiri, Maharashtra",Born in
Gopal Krishna Gokhale Biography, Pioneer of Indian Independence Movement,Famous as
Gopal Krishna Gokhale Biography, Savitribai,Spouse/Ex-
Gopal Krishna Gokhale Biography," February 19, 1915",Died on
Gopal Krishna Gokhale Biography, Bombay,place of death
Goodluck Jonathan Biography," November 20, 1957",Birthday
Goodluck Jonathan Biography, Nigerien,Nationality
Goodluck Jonathan Biography," 
Quotes By Goodluck Jonathan 

Presidents 
",Famous
Goodluck Jonathan Biography, Scorpio,Sun Sign
Goodluck Jonathan Biography," 61 Years, 61 Year Old Males",Age
Goodluck Jonathan Biography, Goodluck Ebele Azikiwe Jonathan,Also Known As
Goodluck Jonathan Biography, Ogbia,Born in
Goodluck Jonathan Biography, President of Nigeria,Famous as
Goodluck Jonathan Biography, Patience Jonathan,Spouse/Ex-
Goodluck Jonathan Biography, Lawrence Ebele Jonathan,father
Goodluck Jonathan Biography, Eunice,mother
Goodluck Jonathan Biography," Ariwera Jonathan, Aruabi Jonathan",children
Goodluck Jonathan Biography, Christianity,religion
Goodluck Jonathan Biography, $10 million,Net worth
Goodluck Jonathan Biography," 1981 - University of Port Harcourt, 1984 - University of Port Harcourt, 1995 - University of Port Harcourt",education
Harold Holt Biography," August 5, 1908",Birthday
Harold Holt Biography, Australian,Nationality
Harold Holt Biography," 
Prime Ministers 

Political Leaders 
",Famous
Harold Holt Biography, Leo,Sun Sign
Harold Holt Biography, 59,Died At Age
Harold Holt Biography, Stanmore,Born in
Harold Holt Biography, Former Prime Minister of Australia,Famous as
Harold Holt Biography," Political party - Liberal Party of Australia(after 1945), United Australia Party (before 1945)",political ideology
Harold Holt Biography, Zara Bate,Spouse/Ex-
Harold Holt Biography," Andrew Holt, Nicholas Holt, Sam Holt",children
Harold Holt Biography," Anglicanism, Protestantism",religion
Harold Holt Biography," December 17, 1967",Died on
Harold Holt Biography, Point Nepean,place of death
Harold Holt Biography, Drowning,Cause of Death
Harold Holt Biography," Wesley College, 1930 - University of Melbourne",education
Harold Holt Biography, Swimming,Hobbies
Solon Biography, 638 BC,Born
Solon Biography, Greek,Nationality
Solon Biography," 
Political Leaders 

Greek Men 
",Famous
Solon Biography, 80,Died At Age
Solon Biography, Classical Athens,Born in
Solon Biography, Laid the foundations for Democracy in Athens.,Famous as
Solon Biography, 558 BC,Died on
Solon Biography, Cyprus,place of death
Madan Mohan Malaviya Biography," December 25, 1861",Birthday
Madan Mohan Malaviya Biography, Indian,Nationality
Madan Mohan Malaviya Biography," 
Educators 

Political Leaders 
",Famous
Madan Mohan Malaviya Biography, Capricorn,Sun Sign
Madan Mohan Malaviya Biography, 84,Died At Age
Madan Mohan Malaviya Biography," Mahamana, Pandit Madan Mohan Malaviya",Also Known As
Madan Mohan Malaviya Biography," Allahabad, India",Born in
Madan Mohan Malaviya Biography, Politician & Educationist,Famous as
Madan Mohan Malaviya Biography, Kumari Devi,Spouse/Ex-
Madan Mohan Malaviya Biography, Pandit Brij Nath,father
Madan Mohan Malaviya Biography, Moona Devi,mother
Madan Mohan Malaviya Biography," Govind Malaviya, Ramakant Malaviya",children
Madan Mohan Malaviya Biography," November 12, 1946",Died on
Madan Mohan Malaviya Biography," Varanasi, UP, India",place of death
Madan Mohan Malaviya Biography, Bharat Ratna (2015),awards
Moshe Dayan Biography," May 20, 1915",Birthday
Moshe Dayan Biography, Israeli,Nationality
Moshe Dayan Biography," 
Military Leaders 

Political Leaders 
",Famous
Moshe Dayan Biography, Taurus,Sun Sign
Moshe Dayan Biography, 66,Died At Age
Moshe Dayan Biography, Degania Alef,Born in
Moshe Dayan Biography, Israeli Military & Political Leader,Famous as
Moshe Dayan Biography, leftist party,political ideology
Moshe Dayan Biography, Ruth Dayan,Spouse/Ex-
Moshe Dayan Biography, Shmuel,father
Moshe Dayan Biography, Devorah,mother
Moshe Dayan Biography," Assi Dayan, Ehud Dayan, Yael Dayan",children
Moshe Dayan Biography, Jewish,religion
Moshe Dayan Biography," October 16, 1981",Died on
Moshe Dayan Biography, Tel Aviv,place of death
Ramon Magsaysay Biography," August 31, 1907",Birthday
Ramon Magsaysay Biography, Filipino,Nationality
Ramon Magsaysay Biography," 
Presidents 

Political Leaders 
",Famous
Ramon Magsaysay Biography, Virgo,Sun Sign
Ramon Magsaysay Biography, 49,Died At Age
Ramon Magsaysay Biography," Ramón del Fierro Magsaysay, Ramón ",Also Known As
Ramon Magsaysay Biography," Iba, Zambales, Philippines",Born in
Ramon Magsaysay Biography, 7th President of the Philippines,Famous as
Ramon Magsaysay Biography, Luz Magsaysay,Spouse/Ex-
Ramon Magsaysay Biography, Exequiel Magsaysay,father
Ramon Magsaysay Biography, Perfecta del Fierro y Quimson,mother
Ramon Magsaysay Biography," Jr., Milagros, Ramon Magsaysay, Teresita Banzon-Magsaysay",children
Ramon Magsaysay Biography, Catholicism,religion
Ramon Magsaysay Biography," March 17, 1957",Died on
Ramon Magsaysay Biography, Balamban,place of death
Ramon Magsaysay Biography," 1932 - José Rizal University, University of the Philippines",education
Gaius Marius Biography, 157 BC,Born
Gaius Marius Biography, Ancient Roman,Nationality
Gaius Marius Biography," 
Military Leaders 

Political Leaders 
",Famous
Gaius Marius Biography, 71,Died At Age
Gaius Marius Biography, Arpinum,Born in
Gaius Marius Biography, Roman General,Famous as
Gaius Marius Biography, Julia (m. 110 BC),Spouse/Ex-
Gaius Marius Biography, Gaius Marius,father
Gaius Marius Biography, Fulcinia,mother
Gaius Marius Biography, Young Marius,children
Gaius Marius Biography," January 13, 86 BC",Died on
Gaius Marius Biography, Rome,place of death
Willy Brandt Biography," December 18, 1913",Birthday
Willy Brandt Biography, German,Nationality
Willy Brandt Biography," 
Nobel Peace Prize 

Presidents 
",Famous
Willy Brandt Biography, Sagittarius,Sun Sign
Willy Brandt Biography, 78,Died At Age
Willy Brandt Biography," Herbert Ernst Karl Frahm, Mayor Willy Brandt, Herbert Frahm, Gunnar Gaasland",Also Known As
Willy Brandt Biography, Lübeck,Born in
Willy Brandt Biography, Former Chancellor of Germany,Famous as
Willy Brandt Biography," Anna Carlotta Thorkildsen, Brigitte Seebacher, Gertrud Meye, Rut Brandt",Spouse/Ex-
Willy Brandt Biography, John Möller,father
Willy Brandt Biography, Martha Frahm,mother
Willy Brandt Biography," Lars Brandt, Matthias Brandt, Ninja Brandt, Peter Brandt",children
Willy Brandt Biography, Protestantism,religion
Willy Brandt Biography," October 8, 1992",Died on
Willy Brandt Biography, Unkel,place of death
Willy Brandt Biography, University of Oslo,education
Willy Brandt Biography, Nobel Peace Prize,awards
Benigno Aquino III Biography," Noynoy Aquino, PNoy",Nick Name
Benigno Aquino III Biography," February 8, 1960",Birthday
Benigno Aquino III Biography, Filipino,Nationality
Benigno Aquino III Biography," 
Presidents 

Political Leaders 
",Famous
Benigno Aquino III Biography, Aquarius,Sun Sign
Benigno Aquino III Biography," 58 Years, 58 Year Old Males",Age
Benigno Aquino III Biography, Benigno,Also Known As
Benigno Aquino III Biography," Manila, Philippines",Born in
Benigno Aquino III Biography, 15th President of the Philippines,Famous as
Benigno Aquino III Biography, 1.74 m,Height
Benigno Aquino III Biography, Benigno Aquino Jr.,father
Benigno Aquino III Biography, Corazon Aquino,mother
Benigno Aquino III Biography," Aurora Corazon Aquino-Abellada, Kris Aquino, Maria Elena Aquino-Cruz",siblings
Benigno Aquino III Biography, Catholicism,religion
Benigno Aquino III Biography, $1.2 Million,Net worth
Benigno Aquino III Biography, 1981 - Ateneo de Manila University,education
Uhuru Kenyatta Biography," October 26, 1961",Birthday
Uhuru Kenyatta Biography, Kenyan,Nationality
Uhuru Kenyatta Biography," 
Presidents 

Political Leaders 
",Famous
Uhuru Kenyatta Biography, Scorpio,Sun Sign
Uhuru Kenyatta Biography," 57 Years, 57 Year Old Males",Age
Uhuru Kenyatta Biography, Uhuru Muigai Kenyatta,Also Known As
Uhuru Kenyatta Biography, Nairobi,Born in
Uhuru Kenyatta Biography, President of Kenya,Famous as
Uhuru Kenyatta Biography," Apr 13, 2017",Height
Uhuru Kenyatta Biography," Political party	TNA (2012–present), KANU (before 2012)",political ideology
Uhuru Kenyatta Biography, Margaret Wanjiru Gakuo,Spouse/Ex-
Uhuru Kenyatta Biography, Jomo Kenyatta,father
Uhuru Kenyatta Biography, Ngina Kenyatta,mother
Uhuru Kenyatta Biography," Jaba Kenyatta, Jomo Kenyatta, Ngina Kenyatta",children
Uhuru Kenyatta Biography, Jubilee Alliance,Founder/Co-Founder
Uhuru Kenyatta Biography," $500 million as of Apr 13, 2017",Net worth
Uhuru Kenyatta Biography," 1979 - St. Mary's School, Nairobi, 1989 - Amherst College",education
Uhuru Kenyatta Biography, He lists football and golf as his hobbies and loves watching athletics on television,Hobbies
Ellen Johnson Sirleaf Biography, Iron Lady of Africa,Nick Name
Ellen Johnson Sirleaf Biography," October 29, 1938",Birthday
Ellen Johnson Sirleaf Biography, Liberian,Nationality
Ellen Johnson Sirleaf Biography," 
Nobel Peace Prize 

 Presidents 
",Famous
Ellen Johnson Sirleaf Biography, Scorpio,Sun Sign
Ellen Johnson Sirleaf Biography," 80 Years, 80 Year Old Females",Age
Ellen Johnson Sirleaf Biography, Monrovia,Born in
Ellen Johnson Sirleaf Biography, Africa’s First Elected Female Head of State,Famous as
Ellen Johnson Sirleaf Biography, James Sirleaf,Spouse/Ex-
Ellen Johnson Sirleaf Biography, Jahmale Carney Johnson,father
Ellen Johnson Sirleaf Biography," Charles Sirleaf, Fombah Sirleaf, Robert Sirleaf",children
Ellen Johnson Sirleaf Biography," Methodism, Christianity",religion
Ellen Johnson Sirleaf Biography, Truth and Reconciliation Commission,Founder/Co-Founder
Ellen Johnson Sirleaf Biography," $1.2 Billion as of Feb 5, 2017",Net worth
Ellen Johnson Sirleaf Biography," 1971 - Harvard University, 1970 - University of Colorado Boulder, College of West Africa, 1964 - University of Wisconsin-Madison, John F. Kennedy School of Government, Wisconsin School of Business",education
Ellen Johnson Sirleaf Biography, 2011 - Nobel Prize for Peace,awards
Liaquat Ali Khan Biography," October 1, 1895",Birthday
Liaquat Ali Khan Biography, Pakistani,Nationality
